排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
39,中国铁道建筑集团有限公司（CHINA RAILWAY CONSTRUCTION),"158,203","1,703.8",中国,+
40,中国人寿保险（集团）公司（CHINA LIFE INSURANCE),"157,095.3","3,087.1",中国,+
41,三菱商事株式会社（MITSUBISHI),"153,690","8,345.8",日本,+
42,中国银行股份有限公司（BANK OF CHINA),"152,409.3","33,573.3",中国,+
43,家得宝（HOME DEPOT),"151,157","16,433",美国,+
44,中国宝武钢铁集团有限公司（CHINA BAOWU STEEL GROUP),"150,730","2,994.9",中国,+
45,沃博联（WALGREENS BOOTS ALLIANCE),"148,579","2,542",美国,+
46,京东集团股份有限公司（JD.COM),"147,526.2",-551.8,中国,+
47,安联保险集团（ALLIANZ),"144,516.6","7,815.2",德国,+
48,安盛（AXA),"144,446.8","8,623.9",法国,+
49,马拉松原油公司（MARATHON PETROLEUM),"141,032","9,738",美国,+
50,Elevance Health公司（ELEVANCE HEALTH),"138,639","6,104",美国,+
51,克罗格（KROGER),"137,888","1,655",美国,+
52,俄罗斯天然气工业股份公司（GAZPROM),"137,731.7","28,405.1",俄罗斯,+
53,福特汽车公司（FORD MOTOR),"136,341","17,937",美国,+
54,威瑞森电信（VERIZON COMMUNICATIONS),"133,613","22,065",美国,+
55,阿里巴巴集团控股有限公司（ALIBABA GROUP HOLDING),"132,935.7","9,700.5",中国,+
56,富腾公司（FORTUM),"132,894.2",873.7,芬兰,+
57,中国移动通信集团有限公司（CHINA MOBILE COMMUNICATIONS),"131,913.4","14,628.9",中国,+
58,中国五矿集团有限公司（CHINA MINMETALS),"131,800.4",616.8,中国,+
59,宝马集团（BMW GROUP),"131,521.6","14,639.6",德国,+
60,中国交通建设集团有限公司（CHINA COMMUNICATIONS CONSTRUCTION),"130,664.1","1,397.3",中国,+
61,本田汽车（HONDA MOTOR),"129,546.9","6,294.2",日本,+
62,德国电信（DEUTSCHE TELEKOM),"128,630.8","4,937.4",德国,+
63,摩根大通公司（JPMORGAN CHASE),"127,202","48,334",美国,+
64,通用汽车公司（GENERAL MOTORS),"127,004","10,019",美国,+
65,中国海洋石油集团有限公司（CHINA NATIONAL OFFSHORE OIL),"126,920.1","9,183.4",中国,+
66,Centene公司（CENTENE),"125,982","1,347",美国,+
67,卢克石油公司（LUKOIL),"125,134.5","10,496.4",俄罗斯,+
68,上海汽车集团股份有限公司（SAIC MOTOR),"120,900.2","3,803.4",中国,+
69,山东能源集团有限公司（SHANDONG ENERGY GROUP),"120,012.3",173.7,中国,+
70,中国华润有限公司（CHINA RESOURCES),"119,601.2","4,544",中国,+
71,Meta Platforms公司（META PLATFORMS),"117,929","39,370",美国,+
72,意大利忠利保险公司（ASSICURAZIONI GENERALI),"117,155","3,366.1",意大利,+
73,美国康卡斯特电信公司（COMCAST),"116,385","14,159",美国,+
74,Phillips 66公司（PHILLIPS 66),"114,852","1,317",美国,+
75,恒力集团有限公司（HENGLI GROUP),"113,536","2,374.5",中国,+
76,正威国际集团有限公司（AMER INTERNATIONAL GROUP),"112,049.2","2,010.7",中国,+
77,厦门建发集团有限公司（XIAMEN C&D),"111,556.5","1,114.1",中国,+
78,日本伊藤忠商事株式会社（ITOCHU),"109,434.3","7,302",日本,+
79,中国第一汽车集团有限公司（CHINA FAW GROUP),"109,404.7","3,600.4",中国,+
80,中国医药集团有限公司（SINOPHARM),"108,779.3","12,164.8",中国,+
81,中国邮政集团有限公司（CHINA POST GROUP),"108,669","5,983",中国,+
82,瓦莱罗能源公司（VALERO ENERGY),"108,332",930,美国,+
83,日本电报电话公司（NIPPON TELEGRAPH AND TELEPHONE),"108,215.6","10,513.9",日本,+
84,法国农业信贷银行（CRÉDIT AGRICOLE),"107,695.2","6,909.6",法国,+
85,国家能源投资集团有限责任公司（CHINA ENERGY INVESTMENT),"107,094.5","5,452.1",中国,+
86,戴尔科技公司（DELL TECHNOLOGIES),"106,995","5,563",美国,+
87,塔吉特公司（TARGET),"106,005","6,946",美国,+
88,三井物产株式会社（MITSUI),"104,664.8","8,142.8",日本,+
89,中国南方电网有限责任公司（CHINA SOUTHERN POWER GRID),"104,118.8","1,304",中国,+
90,意大利国家电力公司（ENEL),"104,052.4","3,770.5",意大利,+
91,中粮集团有限公司（COFCO),"103,087.3","1,497.9",中国,+
92,现代汽车（HYUNDAI MOTOR),"102,775","4,318.9",韩国,+
93,房利美（FANNIE MAE),"101,543","22,176",美国,+
94,日本邮政控股公司（JAPAN POST HOLDINGS),"100,278.1","4,466",日本,+
95,法国电力公司（ELECTRICITÉ DE FRANCE),"99,861","6,045.3",法国,+
96,华为投资控股有限公司（HUAWEI INVESTMENT & HOLDING),"98,724.7","17,622.7",中国,+
97,联合包裹速递服务公司（UNITED PARCEL SERVICE),"97,287","12,890",美国,+
98,印度人寿保险公司（LIFE INSURANCE CORP. OF INDIA),"97,266.7",553.8,印度,+
99,德国邮政敦豪集团（DEUTSCHE POST DHL GROUP),"96,652.2","5,974.3",德国,+
100,中国电力建设集团有限公司（POWERCHINA),"96,421.7",679.3,中国,+
101,美国劳氏公司（LOWE'S),"96,250","8,442",美国,+
102,中国中信集团有限公司（CITIC GROUP),"96,125.8","4,891.2",中国,+
103,雀巢公司（NESTLÉ),"95,292.8","18,497.7",瑞士,+
104,信实工业公司（RELIANCE INDUSTRIES),"93,982","8,150.7",印度,+
105,美国银行（BANK OF AMERICA),"93,851","31,978",美国,+
106,厦门国贸控股集团有限公司（XIAMEN ITG HOLDING GROUP),"93,791.3",383.3,中国,+
107,强生（JOHNSON & JOHNSON),"93,775","20,878",美国,+
108,博世集团（BOSCH GROUP),"93,106.4","2,382.4",德国,+
109,巴斯夫公司（BASF),"92,929","6,530",德国,+
110,中国人民保险集团股份有限公司（PEOPLE'S INSURANCE CO. OF CHINA),"92,182.3","3,329.4",中国,+
111,埃尼石油公司（ENI),"91,951.2","6,882.4",意大利,+
112,意昂集团（E.ON),"91,462.9","5,546.3",德国,+
113,日立（HITACHI),"91,374.6","5,194",日本,+
114,Equinor公司（EQUINOR),"90,924","8,563",挪威,+
115,皇家阿霍德德尔海兹集团（ROYAL AHOLD DELHAIZE),"89,385.6","2,655.5",荷兰,+
116,索尼（SONY),"88,320.5","7,853.1",日本,+
117,SK集团（SK),"88,081","1,721.7",韩国,+
118,俄罗斯石油公司（ROSNEFT OIL),"87,831.7","11,983.2",俄罗斯,+
119,家乐福（CARREFOUR),"87,830.8","1,267.5",法国,+
120,物产中大集团股份有限公司（WUCHAN ZHONGDA GROUP),"87,210.7",617.8,中国,+
121,腾讯控股有限公司（TENCENT HOLDINGS),"86,835.6","34,854.4",中国,+
122,东风汽车集团有限公司（DONGFENG MOTOR),"86,122","1,440.9",中国,+
123,法国巴黎银行（BNP PARIBAS),"85,300.6","11,218",法国,+
124,ADM公司（ARCHER DANIELS MIDLAND),"85,249","2,709",美国,+
125,绿地控股集团股份有限公司（GREENLAND HOLDING GROUP),"84,454",957.9,中国,+
126,乐购（TESCO),"84,192.2","2,031.6",英国,+
127,中国远洋海运集团有限公司（COSCO SHIPPING),"84,129.5","6,420.8",中国,+
128,巴西国家石油公司（PETROBRAS),"83,966","19,875",巴西,+
129,联邦快递（FEDEX),"83,959","5,231",美国,+
130,Engie集团（ENGIE),"83,621.7","4,328.5",法国,+
131,中国电信集团有限公司（CHINA TELECOMMUNICATIONS),"83,596.3","1,935",中国,+
132,哈门那公司（HUMANA),"83,064","2,933",美国,+
133,慕尼黑再保险集团（MUNICH RE GROUP),"83,051.8","3,467.8",德国,+
134,美国富国银行（WELLS FARGO),"82,407","21,548",美国,+
135,州立农业保险公司（STATE FARM INSURANCE),"82,224.7","1,280.9",美国,+
136,中国兵器工业集团有限公司（CHINA NORTH INDUSTRIES GROUP),"81,785.2","1,741.6",中国,+
137,辉瑞制药有限公司（PFIZER),"81,288","21,979",美国,+
138,碧桂园控股有限公司（COUNTRY GARDEN HOLDINGS),"81,091.1","4,154.4",中国,+
139,中国铝业集团有限公司（ALUMINUM CORP. OF CHINA),"80,406.5","1,398.9",中国,+
140,引能仕控股株式会社（ENEOS HOLDINGS),"80,132.5","4,781.4",日本,+
141,花旗集团（CITIGROUP),"79,865","21,952",美国,+
142,印度石油公司（INDIAN OIL),"79,542.4","3,370.4",印度,+
143,百事公司（PEPSICO),"79,474","7,618",美国,+
144,中国航空工业集团有限公司（AVIATION INDUSTRY CORP. OF CHINA),"79,332.2",855.2,中国,+
145,英特尔公司（INTEL),"79,024","19,868",美国,+
146,西班牙国家银行（BANCO SANTANDER),"78,689","9,605.3",西班牙,+
147,Seven & I 控股公司（SEVEN & I HOLDINGS),"78,458.3","1,890",日本,+
148,日本永旺集团（AEON),"78,155.3",58.3,日本,+
149,汇丰银行控股公司（HSBC HOLDINGS),"77,330","13,917",英国,+
150,太平洋建设集团有限公司（PACIFIC CONSTRUCTION GROUP),"77,072.9","5,594",中国,+
151,美国邮政（U.S. POSTAL SERVICE),"77,041","-4,930",美国,+
152,招商局集团有限公司（CHINA MERCHANTS GROUP),"76,766.9","8,525.5",中国,+
153,安赛乐米塔尔（ARCELORMITTAL),"76,571","14,956",卢森堡,+
154,宝洁公司（PROCTER & GAMBLE),"76,118","14,306",美国,+
155,交通银行股份有限公司（BANK OF COMMUNICATIONS),"75,986.2","13,577.8",中国,+
156,迪奥公司（CHRISTIAN DIOR),"75,923.5","5,847.8",法国,+
157,丸红株式会社（MARUBENI),"75,742.7","3,777.3",日本,+
158,布鲁克菲尔德资产管理公司（BROOKFIELD ASSET MANAGEMENT),"75,731","3,966",加拿大,+
159,西门子（SIEMENS),"75,515.6","7,362.4",德国,+
160,厦门象屿集团有限公司（XMXYG),"75,094.3",409.5,中国,+
161,日产汽车（NISSAN MOTOR),"74,994.9","1,918.7",日本,+
162,北京汽车集团有限公司（BEIJING AUTOMOTIVE GROUP),"74,687.3",318,中国,+
163,晋能控股集团有限公司（JINNENG HOLDING GROUP),"74,588.2",-340.9,中国,+
164,日本生命保险公司（NIPPON LIFE INSURANCE),"74,392.2","3,086.8",日本,+
165,通用电气公司（GENERAL ELECTRIC),"74,196","-6,520",美国,+
166,墨西哥石油公司（PEMEX),"73,761.2","-14,525.7",墨西哥,+
167,第一生命控股有限公司（DAI-ICHI LIFE HOLDINGS),"73,082.1","3,644",日本,+
168,国际商业机器公司（INTERNATIONAL BUSINESS MACHINES),"72,344","5,743",美国,+
169,瑞士罗氏公司（ROCHE GROUP),"72,053.9","15,242.4",瑞士,+
170,艾伯森公司（ALBERTSONS),"71,887","1,619.6",美国,+
171,联想集团有限公司（LENOVO GROUP),"71,618.2","2,029.8",中国,+
172,丰田通商公司（TOYOTA TSUSHO),"71,464.6","1,978.3",日本,+
173,大都会人寿（METLIFE),"71,080","6,554",美国,+
174,招商银行股份有限公司（CHINA MERCHANTS BANK),"71,063.8","18,591.6",中国,+
175,保德信金融集团（PRUDENTIAL FINANCIAL),"70,934","7,724",美国,+
176,江西铜业集团有限公司（JIANGXI COPPER),"70,914",464.6,中国,+
177,泰国国家石油有限公司（PTT),"70,652.2","3,389.4",泰国,+
178,万科企业股份有限公司（CHINA VANKE),"70,197.6","3,491.9",中国,+
179,苏黎世保险集团（ZURICH INSURANCE GROUP),"69,867","5,202",瑞士,+
180,浙江荣盛控股集团有限公司（ZHEJIANG RONGSHENG HOLDING GROUP),"69,503.2","1,170.6",中国,+
181,中国保利集团有限公司（CHINA POLY GROUP),"69,006.9","2,034.8",中国,+
182,中国太平洋保险(集团)股份有限公司（CHINA PACIFIC INSURANCE (GROUP)),"68,313.3","4,160.1",中国,+
183,华特迪士尼公司（WALT DISNEY),"67,418","1,995",美国,+
184,Energy Transfer公司（ENERGY TRANSFER),"67,417","5,470",美国,+
185,洛克希德－马丁（LOCKHEED MARTIN),"67,044","6,315",美国,+
186,广州汽车工业集团有限公司（GUANGZHOU AUTOMOBILE INDUSTRY GROUP),"66,955.2",607.3,中国,+
187,LG电子（LG ELECTRONICS),"66,861.8",901.6,韩国,+
188,浦项制铁控股公司（POSCO HOLDINGS),"66,421.3","5,773.3",韩国,+
189,河钢集团有限公司（HBIS GROUP),"66,149.7",219.9,中国,+
190,印度石油天然气公司（OIL & NATURAL GAS),"65,961.5","6,112.1",印度,+
191,房地美（FREDDIE MAC),"65,898","12,109",美国,+
192,丰益国际（WILMAR INTERNATIONAL),"65,793.6","1,890.4",新加坡,+
193,松下控股公司（PANASONIC HOLDINGS),"65,774.4","2,273",日本,+
194,巴西JBS公司（JBS),"65,036.3","3,799.2",巴西,+
195,高盛（GOLDMAN SACHS GROUP),"64,989","21,635",美国,+
196,中国建材集团有限公司（CHINA NATIONAL BUILDING MATERIAL GROUP),"64,416.6",603.5,中国,+
197,雷神技术公司（RAYTHEON TECHNOLOGIES),"64,388","3,864",美国,+
198,英杰华集团（AVIVA),"64,240","2,703.7",英国,+
199,山东魏桥创业集团有限公司（SHANDONG WEIQIAO PIONEERING GROUP),"63,738.6","1,758",中国,+
200,荷兰全球保险集团（AEGON),"63,662.7","2,341",荷兰,+
201,力拓集团（RIO TINTO GROUP),"63,495","21,094",英国,+
202,惠普公司（HP),"63,487","6,503",美国,+
203,英国励正集团（LEGAL & GENERAL GROUP),"62,504.5","2,819.2",英国,+
204,波音（BOEING),"62,286","-4,202",美国,+
205,联合利华（UNILEVER),"62,006.3","7,151.9",英国,+
206,马士基集团（MAERSK GROUP),"61,787","17,942",丹麦,+
207,空中客车公司（AIRBUS),"61,657.5","4,981.2",荷兰,+
208,兴业银行股份有限公司（INDUSTRIAL BANK),"61,330.5","12,818",中国,+
209,陕西煤业化工集团有限责任公司（SHAANXI COAL & CHEMICAL INDUSTRY),"61,299",596.5,中国,+
210,中国光大集团股份公司（CHINA EVERBRIGHT GROUP),"61,193.8","3,708.2",中国,+
211,摩根士丹利（MORGAN STANLEY),"61,121","15,034",美国,+
212,起亚公司（KIA),"61,049.8","4,160",韩国,+
213,必和必拓集团（BHP GROUP),"60,817","11,304",澳大利亚,+
214,日本制铁集团公司（NIPPON STEEL CORPORATION),"60,612.2","5,673.4",日本,+
215,中国华能集团有限公司（CHINA HUANENG GROUP),"60,048.5",681.5,中国,+
216,马来西亚国家石油公司（PETRONAS),"59,873.6","10,091.2",马来西亚,+
217,鞍钢集团有限公司（ANSTEEL GROUP),"59,447.7","1,140.6",中国,+
218,万喜集团（VINCI),"59,388.6","3,070.5",法国,+
219,邦吉公司（BUNGE),"59,152","2,078",美国,+
220,法国兴业银行（SOCIÉTÉ GÉNÉRALE),"59,057.5","6,669.5",法国,+
221,HCA 医疗保健公司（HCA HEALTHCARE),"58,752","6,956",美国,+
222,英国劳埃德银行集团（LLOYDS BANKING GROUP),"58,476.4","7,954.4",英国,+
223,印尼国家石油公司（PERTAMINA),"57,508.8","2,045.7",印度尼西亚,+
224,中国机械工业集团有限公司（SINOMACH),"57,446",458.2,中国,+
225,台积公司（TAIWAN SEMICONDUCTOR MANUFACTURING),"56,836.8","21,209.2",中国,+
226,上海浦东发展银行股份有限公司（SHANGHAI PUDONG DEVELOPMENT BANK),"56,795.3","8,217.1",中国,+
227,艾伯维（ABBVIE),"56,197","11,542",美国,+
228,法国达飞海运集团（CMA CGM),"55,975.7","17,893.9",法国,+
229,浙江吉利控股集团有限公司（ZHEJIANG GEELY HOLDING GROUP),"55,860.1","1,471",中国,+
230,德国联邦铁路公司（DEUTSCHE BAHN),"55,658.3","-1,087.7",德国,+
231,巴西淡水河谷公司（VALE),"55,585","22,445",巴西,+
232,加拿大鲍尔集团（POWER CORP. OF CANADA),"55,488.9","2,368.4",加拿大,+
233,中国电子科技集团有限公司（CHINA ELECTRONICS TECHNOLOGY GROUP),"55,457.2","2,151.9",中国,+
234,软银集团（SOFTBANK GROUP),"55,383.6","-15,204.7",日本,+
235,陶氏公司（DOW),"54,968","6,311",美国,+
236,印度国家银行（STATE BANK OF INDIA),"54,643.2","4,749.6",印度,+
237,雷诺（RENAULT),"54,639.2","1,049.9",法国,+
238,青山控股集团有限公司（TSINGSHAN HOLDING GROUP),"54,573.6","2,385.9",中国,+
239,百威英博（ANHEUSER-BUSCH INBEV),"54,304","4,670",比利时,+
240,三菱日联金融集团（MITSUBISHI UFJ FINANCIAL GROUP),"54,087","10,066.6",日本,+
241,盛虹控股集团有限公司（SHENGHONG HOLDING GROUP),"53,947.5",941.2,中国,+
242,特斯拉（TESLA),"53,823","5,519",美国,+
243,中国船舶集团有限公司（CHINA STATE SHIPBUILDING),"53,670.9","2,611.2",中国,+
244,Talanx公司（TALANX),"53,420.2","1,195.3",德国,+
245,美的集团股份有限公司（MIDEA GROUP),"53,231.5","4,429.8",中国,+
246,好事达（ALLSTATE),"53,228","1,599",美国,+
247,沃达丰集团（VODAFONE GROUP),"52,931.7","2,424.8",英国,+
248,诺华公司（NOVARTIS),"52,877","24,021",瑞士,+
249,韩国电力公司（KOREA ELECTRIC POWER),"52,356","-4,644.6",韩国,+
250,日本出光兴产株式会社（IDEMITSU KOSAN),"52,335.8","2,488.1",日本,+
251,雷普索尔公司（REPSOL),"52,334.8","2,954.7",西班牙,+
252,圣戈班集团（SAINT-GOBAIN),"52,211.8","2,980.7",法国,+
253,东京海上日动火灾保险公司（TOKIO MARINE HOLDINGS),"52,198.8","3,743.1",日本,+
254,拜耳集团（BAYER),"52,118.4","1,182.3",德国,+
255,美国国际集团（AMERICAN INTERNATIONAL GROUP),"52,057","9,388",美国,+
256,德国艾德卡公司（EDEKA ZENTRALE),"51,949.9",414.9,德国,+
257,陕西延长石油（集团）有限责任公司（SHAANXI YANCHANG PETROLEUM (GROUP)),"51,813.4",545.8,中国,+
258,百思买（BEST BUY),"51,761","2,454",美国,+
259,特许通讯公司（CHARTER COMMUNICATIONS),"51,682","4,654",美国,+
260,国家电力投资集团有限公司（STATE POWER INVESTMENT),"51,518.2",-184.9,中国,+
261,西斯科公司（SYSCO),"51,297.8",524.2,美国,+
262,默沙东（MERCK),"51,216","13,049",美国,+
263,美国纽约人寿保险公司（NEW YORK LIFE INSURANCE),"51,198.5",277.1,美国,+
264,浙江恒逸集团有限公司（ZHEJIANG HENGYI GROUP),"50,974.1",177.5,中国,+
265,卡特彼勒（CATERPILLAR),"50,971","6,489",美国,+
266,小米集团（XIAOMI),"50,898.1","2,998.2",中国,+
267,中国联合网络通信股份有限公司（CHINA UNITED NETWORK COMMUNICATIONS),"50,827.6",977.5,中国,+
268,埃森哲（ACCENTURE),"50,533.4","5,906.8",爱尔兰,+
269,中国能源建设集团有限公司（CHINA ENERGY ENGINEERING GROUP),"50,344.7",600,中国,+
270,俄罗斯联邦储蓄银行（SBERBANK),"50,277.9","16,973.3",俄罗斯,+
271,Orange公司（ORANGE),"50,275.2",275.5,法国,+
272,伍尔沃斯集团（WOOLWORTHS GROUP),"50,210.5","1,547.9",澳大利亚,+
273,中国民生银行股份有限公司（CHINA MINSHENG BANKING),"50,079.2","5,330.1",中国,+
274,思科公司（CISCO SYSTEMS),"49,818","10,591",美国,+
275,美洲电信（AMÉRICA MÓVIL),"49,701.9","9,489.9",墨西哥,+
276,路易达孚集团（LOUIS DREYFUS),"49,569",697,荷兰,+
277,宏利金融（MANULIFE FINANCIAL),"49,314.7","5,667.7",加拿大,+
278,电装公司（DENSO),"49,098.6","2,349.2",日本,+
279,住友商事（SUMITOMO),"48,916.2","4,127.8",日本,+
280,TJX公司（TJX),"48,550","3,282.8",美国,+
281,日本KDDI电信公司（KDDI),"48,486.1","5,986.4",日本,+
282,法国BPCE银行集团（GROUPE BPCE),"48,433.1","4,732.9",法国,+
283,大众超级市场公司（PUBLIX SUPER MARKETS),"48,393.9","4,412.2",美国,+
284,康菲石油公司（CONOCOPHILLIPS),"48,349","8,079",美国,+
285,美国利宝互助保险集团（LIBERTY MUTUAL INSURANCE GROUP),"48,200","3,068",美国,+
286,前进保险公司（PROGRESSIVE),"47,702","3,350.9",美国,+
287,英格卡集团（INGKA GROUP),"47,545.8","1,887.1",荷兰,+
288,友邦保险控股有限公司（AIA GROUP),"47,525","7,427",中国,+
289,美国全国保险公司（NATIONWIDE),"47,376","1,617.2",美国,+
290,东京电力公司（TOKYO ELECTRIC POWER),"47,268.5",50.2,日本,+
291,江苏沙钢集团有限公司（JIANGSU SHAGANG GROUP),"47,072.2","2,273.5",中国,+
292,泰森食品（TYSON FOODS),"47,049","3,047",美国,+
293,EXOR集团（EXOR GROUP),"47,010.7","2,030.1",荷兰,+
294,葛兰素史克集团（GSK),"46,914.8","6,030.4",英国,+
295,巴拉特石油公司（BHARAT PETROLEUM),"46,867.3","1,568.4",印度,+
296,瑞士再保险股份有限公司（SWISS RE),"46,739","1,437",瑞士,+
297,中国中煤能源集团有限公司（CHINA NATIONAL COAL GROUP),"46,664.8",691.3,中国,+
298,意大利联合圣保罗银行（INTESA SANPAOLO),"46,583.9","4,948.1",意大利,+
299,苏商建设集团有限公司（SUSUN CONSTRUCTION GROUP),"46,478.1","1,654.3",中国,+
300,西班牙电话公司（TELEFÓNICA),"46,438.5","9,620.6",西班牙,+
301,百时美施贵宝公司（BRISTOL-MYERS SQUIBB),"46,385","6,994",美国,+
302,浙江省交通投资集团有限公司（ZHEJIANG COMMUNICATIONS INVESTMENT GROUP),"46,381.6",897.2,中国,+
303,赛诺菲（SANOFI),"46,317.9","7,357.7",法国,+
304,Iberdrola公司（IBERDROLA),"46,245.8","4,593.4",西班牙,+
305,利安德巴塞尔工业公司（LYONDELLBASELL INDUSTRIES),"46,173","5,610",荷兰,+
306,韩华集团（HANWHA),"46,171.2",787.4,韩国,+
307,加拿大皇家银行（ROYAL BANK OF CANADA),"45,981","12,750.6",加拿大,+
308,Alimentation Couche-Tard公司（ALIMENTATION COUCHE-TARD),"45,760.1","2,705.5",加拿大,+
309,MS&AD保险集团控股有限公司（MS&AD INSURANCE GROUP HOLDINGS),"45,685","2,339.4",日本,+
310,采埃孚（ZF FRIEDRICHSHAFEN),"45,298.7",780.3,德国,+
311,和硕（PEGATRON),"45,247",735.6,中国,+
312,德国大陆集团（CONTINENTAL),"45,162.6","1,720.3",德国,+
313,耐克公司（NIKE),"44,538","5,727",美国,+
314,法国布伊格集团（BOUYGUES),"44,507.7","1,330.1",法国,+
315,中国兵器装备集团公司（CHINA SOUTH INDUSTRIES GROUP),"44,374.4",736.5,中国,+
316,费森尤斯集团（FRESENIUS),"44,361.1","2,149.5",德国,+
317,仁宝电脑（COMPAL ELECTRONICS),"44,243.1",452.3,中国,+
318,迪尔公司（DEERE),"44,024","5,963",美国,+
319,乔治威斯顿公司（GEORGE WESTON),"43,924.7",343.8,加拿大,+
320,美国运通公司（AMERICAN EXPRESS),"43,663","8,060",美国,+
321,上海建工集团股份有限公司（SHANGHAI CONSTRUCTION GROUP),"43,572.3",584.3,中国,+
322,中国航天科技集团有限公司（CHINA AEROSPACE SCIENCE & TECHNOLOGY),"43,419.5","3,099",中国,+
323,沃尔沃集团（VOLVO),"43,388.4","3,821.9",瑞典,+
324,中国电子信息产业集团有限公司（CHINA ELECTRONICS),"43,118.4",-158.1,中国,+
325,雅培公司（ABBOTT LABORATORIES),"43,075","7,071",美国,+
326,中国华电集团有限公司（CHINA HUADIAN),"42,855.3",374.4,中国,+
327,StoneX集团（STONEX GROUP),"42,534.2",116.3,美国,+
328,首钢集团有限公司（SHOUGANG GROUP),"42,090.3",210.5,中国,+
329,Plains GP Holdings公司（PLAINS GP HOLDINGS),"42,078",60,美国,+
330,奥地利石油天然气集团（OMV GROUP),"42,037.9","2,585.8",奥地利,+
331,英美资源集团（ANGLO AMERICAN),"41,554","8,562",英国,+
332,山东钢铁集团有限公司（SHANDONG IRON & STEEL GROUP),"41,318.7",851.9,中国,+
333,伊塔乌联合银行控股公司（ITAÚ UNIBANCO HOLDING),"41,174.6","4,962.6",巴西,+
334,中国太平保险集团有限责任公司（CHINA TAIPING INSURANCE GROUP),"41,090.8",473,中国,+
335,法国国营铁路集团（SNCF GROUP),"41,088.4","1,052.3",法国,+
336,杭州钢铁集团有限公司（HANGZHOU IRON AND STEEL GROUP),"41,008.5",349.8,中国,+
337,德国中央合作银行（DZ BANK),"41,004.5","2,359.9",德国,+
338,安达保险公司（CHUBB),"40,963","8,539",瑞士,+
339,金川集团股份有限公司（JINCHUAN GROUP),"40,957.8",964.9,中国,+
340,法国邮政（LA POSTE),"40,919.4","2,446.2",法国,+
341,中国航天科工集团有限公司（CHINA AEROSPACE SCIENCE & INDUSTRY),"40,856.1","2,108.2",中国,+
342,森宝利公司（J. SAINSBURY),"40,831.7",924.7,英国,+
343,Enterprise Products Partners公司（ENTERPRISE PRODUCTS PARTNERS),"40,806.9","4,637.7",美国,+
